root,arm,benchmark,model,n_seeds,seed_min,seed_max,seeds,n_rows,dup_rows,n_files,n_hf,n_lf,max_budget_last,mtime_min,mtime_max,extra,cols
refig_20260908/results_conf,blr_replace__hf_argmin,Branin-Unfav,Adapter,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,52,50.0,2026-09-08 22:55,2026-09-08 22:55,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,Branin-Unfav,Curriculum,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,52,50.0,2026-09-08 22:52,2026-09-08 22:53,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,Branin-Unfav,DNGOGradient,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,52,50.0,2026-09-08 22:54,2026-09-08 22:54,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,Branin-Unfav,DNGOJoint,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,52,50.0,2026-09-08 22:55,2026-09-08 22:55,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,Branin-Unfav,DomainAdaptationMMD,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,52,50.0,2026-09-08 22:55,2026-09-08 22:55,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,Branin-Unfav,KnowledgeDistillation,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,52,50.0,2026-09-08 22:54,2026-09-08 22:54,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,Branin-Unfav,Progressive,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,52,50.0,2026-09-08 22:53,2026-09-08 22:53,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,Branin-Unfav,PseudoLabeling,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,52,50.0,2026-09-08 22:55,2026-09-08 22:55,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,Branin-Unfav,Sequential,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,52,50.0,2026-09-08 22:52,2026-09-08 22:52,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,Branin-Unfav,SoftParameterSharing,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,52,50.0,2026-09-08 22:55,2026-09-08 22:55,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,Branin-Unfav,TwoStageJoint,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,52,50.0,2026-09-08 22:53,2026-09-08 22:54,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,COFs,Adapter,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,230,29.950000000000117,2026-09-08 23:15,2026-09-08 23:15,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,COFs,Curriculum,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,230,29.950000000000117,2026-09-08 23:12,2026-09-08 23:12,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,COFs,DNGOGradient,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,230,29.950000000000117,2026-09-08 23:15,2026-09-08 23:16,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,COFs,DNGOJoint,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,230,29.950000000000117,2026-09-08 23:15,2026-09-08 23:15,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,COFs,DomainAdaptationMMD,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,230,29.950000000000117,2026-09-08 23:14,2026-09-08 23:14,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,COFs,KnowledgeDistillation,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,230,29.950000000000117,2026-09-08 23:11,2026-09-08 23:12,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,COFs,Progressive,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,230,29.950000000000117,2026-09-08 23:09,2026-09-08 23:09,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,COFs,PseudoLabeling,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,230,29.950000000000117,2026-09-08 23:13,2026-09-08 23:14,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,COFs,Sequential,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,230,29.950000000000117,2026-09-08 23:10,2026-09-08 23:10,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,COFs,SoftParameterSharing,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,230,29.950000000000117,2026-09-08 23:14,2026-09-08 23:14,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,COFs,TwoStageJoint,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,230,29.950000000000117,2026-09-08 23:11,2026-09-08 23:12,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,FreeSolv,Adapter,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,259,49.900000000000226,2026-09-08 23:23,2026-09-08 23:23,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,FreeSolv,Curriculum,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,259,49.900000000000226,2026-09-08 23:19,2026-09-08 23:20,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,FreeSolv,DNGOGradient,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,259,49.900000000000226,2026-09-08 23:24,2026-09-08 23:24,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,FreeSolv,DNGOJoint,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,259,49.900000000000226,2026-09-08 23:24,2026-09-08 23:25,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,FreeSolv,DomainAdaptationMMD,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,259,49.900000000000226,2026-09-08 23:24,2026-09-08 23:25,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,FreeSolv,KnowledgeDistillation,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,259,49.900000000000226,2026-09-08 23:20,2026-09-08 23:21,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,FreeSolv,Progressive,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,259,49.900000000000226,2026-09-08 23:15,2026-09-08 23:16,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,FreeSolv,PseudoLabeling,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,259,49.900000000000226,2026-09-08 23:23,2026-09-08 23:24,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,FreeSolv,Sequential,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,259,49.900000000000226,2026-09-08 23:16,2026-09-08 23:17,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,FreeSolv,SoftParameterSharing,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,259,49.900000000000226,2026-09-08 23:24,2026-09-08 23:25,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,FreeSolv,TwoStageJoint,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,24,259,49.900000000000226,2026-09-08 23:19,2026-09-08 23:20,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,HOPV15,Adapter,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,149,29.900000000000077,2026-09-08 23:30,2026-09-08 23:30,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,HOPV15,Curriculum,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,149,29.900000000000077,2026-09-08 23:28,2026-09-08 23:29,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,HOPV15,DNGOGradient,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,149,29.900000000000077,2026-09-08 23:31,2026-09-08 23:31,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,HOPV15,DNGOJoint,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,149,29.900000000000077,2026-09-08 23:31,2026-09-08 23:32,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
refig_20260908/results_conf,blr_replace__hf_argmin,HOPV15,DomainAdaptationMMD,20,62,81,"62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81",20,0,4,15,149,29.900000000000077,2026-09-08 23:31,2026-09-08 23:31,"{""act"": [""tanh""], ""hf_head"": [""blr_replace""], ""init_design"": [""fps""], ""lf_mask"": [""lf""], ""lf_target"": [""hf_argmin""], ""warm"": [""0""]}",act auc benchmark ece_lf_final ece_lf_mean elapsed final_regret hf_head hf_picks init_design init_hf init_lf lf_mask lf_picks lf_target model n_hf n_hf_on_lf n_hf_queries n_lf n_lf_on_hf n_lf_queries nll_lf_final nll_lf_mean pick_prec_top5 seed sharp_lf_final sharp_lf_mean warm
